"","state","date","site","dailycases","note","data","region"
"413","Nigeria",NA,NA,11,NA,2020-05-16,"Abuja"
"414","Nigeria",NA,NA,21,NA,2020-05-17,"Abuja"
"415","Nigeria",NA,NA,4,NA,2020-05-18,"Abuja"
"416","Nigeria",NA,NA,5,NA,2020-05-19,"Abuja"
"417","Nigeria",NA,NA,1,NA,2020-04-22,"Adamawa"
"418","Nigeria",NA,NA,1,NA,2020-04-29,"Adamawa"
"419","Nigeria",NA,NA,2,NA,2020-05-01,"Adamawa"
"420","Nigeria",NA,NA,2,NA,2020-05-03,"Adamawa"
"421","Nigeria",NA,NA,6,NA,2020-05-04,"Adamawa"
"422","Nigeria",NA,NA,2,NA,2020-05-05,"Adamawa"
"423","Nigeria",NA,NA,1,NA,2020-05-06,"Adamawa"
"424","Nigeria",NA,NA,2,NA,2020-05-09,"Adamawa"
"425","Nigeria",NA,NA,4,NA,2020-05-11,"Adamawa"
"426","Nigeria",NA,NA,5,NA,2020-05-19,"Adamawa"
"427","Nigeria",NA,NA,5,NA,2020-04-01,"Akwa Ibom"
"428","Nigeria",NA,NA,1,NA,2020-04-14,"Akwa Ibom"
"429","Nigeria",NA,NA,3,NA,2020-04-19,"Akwa Ibom"
"430","Nigeria",NA,NA,2,NA,2020-04-23,"Akwa Ibom"
"431","Nigeria",NA,NA,4,NA,2020-04-30,"Akwa Ibom"
"432","Nigeria",NA,NA,1,NA,2020-05-07,"Akwa Ibom"
"433","Nigeria",NA,NA,2,NA,2020-05-17,"Akwa Ibom"
"434","Nigeria",NA,NA,1,NA,2020-04-10,"Anambra"
"435","Nigeria",NA,NA,1,NA,2020-05-13,"Anambra"
"436","Nigeria",NA,NA,3,NA,2020-05-16,"Anambra"
"437","Nigeria",NA,NA,1,NA,2020-03-24,"Bauchi"
"438","Nigeria",NA,NA,1,NA,2020-03-26,"Bauchi"
"439","Nigeria",NA,NA,1,NA,2020-04-01,"Bauchi"
"440","Nigeria",NA,NA,3,NA,2020-04-04,"Bauchi"
"441","Nigeria",NA,NA,1,NA,2020-04-19,"Bauchi"
"442","Nigeria",NA,NA,1,NA,2020-04-21,"Bauchi"
"443","Nigeria",NA,NA,3,NA,2020-04-25,"Bauchi"
"444","Nigeria",NA,NA,3,NA,2020-04-26,"Bauchi"
"445","Nigeria",NA,NA,15,NA,2020-04-28,"Bauchi"
"446","Nigeria",NA,NA,9,NA,2020-04-30,"Bauchi"
"447","Nigeria",NA,NA,10,NA,2020-05-01,"Bauchi"
"448","Nigeria",NA,NA,5,NA,2020-05-02,"Bauchi"
"449","Nigeria",NA,NA,18,NA,2020-05-03,"Bauchi"
"450","Nigeria",NA,NA,9,NA,2020-05-04,"Bauchi"
"451","Nigeria",NA,NA,3,NA,2020-05-05,"Bauchi"
"452","Nigeria",NA,NA,19,NA,2020-05-07,"Bauchi"
"453","Nigeria",NA,NA,15,NA,2020-05-08,"Bauchi"
"454","Nigeria",NA,NA,44,NA,2020-05-09,"Bauchi"
"455","Nigeria",NA,NA,20,NA,2020-05-10,"Bauchi"
"456","Nigeria",NA,NA,1,NA,2020-05-11,"Bauchi"
"457","Nigeria",NA,NA,8,NA,2020-05-12,"Bauchi"
"458","Nigeria",NA,NA,16,NA,2020-05-13,"Bauchi"
"459","Nigeria",NA,NA,1,NA,2020-05-14,"Bauchi"
"460","Nigeria",NA,NA,3,NA,2020-05-15,"Bauchi"
"461","Nigeria",NA,NA,2,NA,2020-05-16,"Bauchi"
"462","Nigeria",NA,NA,3,NA,2020-05-17,"Bauchi"
"463","Nigeria",NA,NA,7,NA,2020-05-18,"Bauchi"
"464","Nigeria",NA,NA,2,NA,2020-05-19,"Bauchi"
"465","Nigeria",NA,NA,1,NA,2020-04-26,"Bayelsa"
"466","Nigeria",NA,NA,4,NA,2020-04-30,"Bayelsa"
"467","Nigeria",NA,NA,1,NA,2020-05-10,"Bayelsa"
"468","Nigeria",NA,NA,1,NA,2020-05-19,"Bayelsa"
"469","Nigeria",NA,NA,1,NA,2020-03-28,"Benue"
"470","Nigeria",NA,NA,1,NA,2020-05-04,"Benue"
"471","Nigeria",NA,NA,2,NA,2020-05-12,"Benue"
"472","Nigeria",NA,NA,1,NA,2020-05-16,"Benue"
"473","Nigeria",NA,NA,1,NA,2020-04-19,"Borno"
"474","Nigeria",NA,NA,2,NA,2020-04-20,"Borno"
"475","Nigeria",NA,NA,6,NA,2020-04-21,"Borno"
"476","Nigeria",NA,NA,3,NA,2020-04-23,"Borno"
"477","Nigeria",NA,NA,18,NA,2020-04-25,"Borno"
"478","Nigeria",NA,NA,11,NA,2020-04-27,"Borno"
"479","Nigeria",NA,NA,12,NA,2020-04-28,"Borno"
"480","Nigeria",NA,NA,6,NA,2020-04-29,"Borno"
"481","Nigeria",NA,NA,7,NA,2020-04-30,"Borno"
"482","Nigeria",NA,NA,3,NA,2020-05-01,"Borno"
"483","Nigeria",NA,NA,6,NA,2020-05-02,"Borno"
"484","Nigeria",NA,NA,7,NA,2020-05-03,"Borno"
"485","Nigeria",NA,NA,18,NA,2020-05-04,"Borno"
"486","Nigeria",NA,NA,6,NA,2020-05-05,"Borno"
"487","Nigeria",NA,NA,10,NA,2020-05-06,"Borno"
"488","Nigeria",NA,NA,9,NA,2020-05-07,"Borno"
"489","Nigeria",NA,NA,17,NA,2020-05-08,"Borno"
"490","Nigeria",NA,NA,17,NA,2020-05-09,"Borno"
"491","Nigeria",NA,NA,26,NA,2020-05-10,"Borno"
"492","Nigeria",NA,NA,1,NA,2020-05-11,"Borno"
"493","Nigeria",NA,NA,2,NA,2020-05-12,"Borno"
"494","Nigeria",NA,NA,3,NA,2020-05-14,"Borno"
"495","Nigeria",NA,NA,13,NA,2020-05-15,"Borno"
"496","Nigeria",NA,NA,8,NA,2020-05-16,"Borno"
"497","Nigeria",NA,NA,3,NA,2020-05-17,"Borno"
"498","Nigeria",NA,NA,8,NA,2020-05-18,"Borno"
"499","Nigeria",NA,NA,4,NA,2020-05-19,"Borno"
"500","Nigeria",NA,NA,1,NA,2020-04-07,"Delta"
"501","Nigeria",NA,NA,1,NA,2020-04-09,"Delta"
"502","Nigeria",NA,NA,1,NA,2020-04-11,"Delta"
"503","Nigeria",NA,NA,1,NA,2020-04-15,"Delta"
"504","Nigeria",NA,NA,2,NA,2020-04-22,"Delta"
"505","Nigeria",NA,NA,1,NA,2020-04-28,"Delta"
"506","Nigeria",NA,NA,2,NA,2020-04-30,"Delta"
"507","Nigeria",NA,NA,8,NA,2020-05-01,"Delta"
"508","Nigeria",NA,NA,5,NA,2020-05-13,"Delta"
"509","Nigeria",NA,NA,3,NA,2020-05-15,"Delta"
"510","Nigeria",NA,NA,2,NA,2020-05-17,"Delta"
"511","Nigeria",NA,NA,1,NA,2020-04-26,"Ebonyi"
"512","Nigeria",NA,NA,1,NA,2020-04-29,"Ebonyi"
"513","Nigeria",NA,NA,1,NA,2020-05-01,"Ebonyi"
"514","Nigeria",NA,NA,2,NA,2020-05-02,"Ebonyi"
"515","Nigeria",NA,NA,2,NA,2020-05-08,"Ebonyi"
"516","Nigeria",NA,NA,1,NA,2020-05-12,"Ebonyi"
"517","Nigeria",NA,NA,1,NA,2020-05-13,"Ebonyi"
"518","Nigeria",NA,NA,4,NA,2020-05-19,"Ebonyi"
"519","Nigeria",NA,NA,1,NA,2020-03-23,"Edo"
"520","Nigeria",NA,NA,1,NA,2020-03-27,"Edo"
"521","Nigeria",NA,NA,2,NA,2020-04-01,"Edo"
"522","Nigeria",NA,NA,3,NA,2020-04-03,"Edo"
"523","Nigeria",NA,NA,2,NA,2020-04-05,"Edo"
"524","Nigeria",NA,NA,2,NA,2020-04-06,"Edo"
"525","Nigeria",NA,NA,1,NA,2020-04-08,"Edo"
"526","Nigeria",NA,NA,2,NA,2020-04-13,"Edo"
"527","Nigeria",NA,NA,1,NA,2020-04-14,"Edo"
"528","Nigeria",NA,NA,2,NA,2020-04-22,"Edo"
"529","Nigeria",NA,NA,2,NA,2020-04-24,"Edo"
"530","Nigeria",NA,NA,3,NA,2020-04-25,"Edo"
"531","Nigeria",NA,NA,3,NA,2020-04-26,"Edo"
"532","Nigeria",NA,NA,5,NA,2020-04-28,"Edo"
"533","Nigeria",NA,NA,7,NA,2020-04-29,"Edo"
"534","Nigeria",NA,NA,7,NA,2020-04-30,"Edo"
"535","Nigeria",NA,NA,3,NA,2020-05-01,"Edo"
"536","Nigeria",NA,NA,5,NA,2020-05-02,"Edo"
"537","Nigeria",NA,NA,10,NA,2020-05-04,"Edo"
"538","Nigeria",NA,NA,3,NA,2020-05-05,"Edo"
"539","Nigeria",NA,NA,2,NA,2020-05-08,"Edo"
"540","Nigeria",NA,NA,12,NA,2020-05-10,"Edo"
"541","Nigeria",NA,NA,9,NA,2020-05-12,"Edo"
"542","Nigeria",NA,NA,1,NA,2020-05-13,"Edo"
"543","Nigeria",NA,NA,3,NA,2020-05-14,"Edo"
"544","Nigeria",NA,NA,1,NA,2020-05-15,"Edo"
"545","Nigeria",NA,NA,2,NA,2020-05-16,"Edo"
"546","Nigeria",NA,NA,13,NA,2020-05-18,"Edo"
"547","Nigeria",NA,NA,11,NA,2020-05-19,"Edo"
"548","Nigeria",NA,NA,1,NA,2020-03-16,"Ekiti"
"549","Nigeria",NA,NA,1,NA,2020-04-01,"Ekiti"
"550","Nigeria",NA,NA,1,NA,2020-04-17,"Ekiti"
"551","Nigeria",NA,NA,1,NA,2020-04-20,"Ekiti"
"552","Nigeria",NA,NA,4,NA,2020-04-25,"Ekiti"
"553","Nigeria",NA,NA,3,NA,2020-05-01,"Ekiti"
"554","Nigeria",NA,NA,1,NA,2020-05-04,"Ekiti"
"555","Nigeria",NA,NA,1,NA,2020-05-09,"Ekiti"
"556","Nigeria",NA,NA,2,NA,2020-05-10,"Ekiti"
"557","Nigeria",NA,NA,4,NA,2020-05-15,"Ekiti"
"558","Nigeria",NA,NA,2,NA,2020-03-27,"Enugu"
"559","Nigeria",NA,NA,1,NA,2020-04-28,"Enugu"
"560","Nigeria",NA,NA,1,NA,2020-05-01,"Enugu"
"561","Nigeria",NA,NA,4,NA,2020-05-02,"Enugu"
"562","Nigeria",NA,NA,1,NA,2020-05-07,"Enugu"
"563","Nigeria",NA,NA,1,NA,2020-05-08,"Enugu"
"564","Nigeria",NA,NA,1,NA,2020-05-12,"Enugu"
"565","Nigeria",NA,NA,1,NA,2020-05-13,"Enugu"
"566","Nigeria",NA,NA,3,NA,2020-05-18,"Enugu"
"567","Nigeria",NA,NA,1,NA,2020-05-19,"Enugu"
"568","Nigeria",NA,NA,5,NA,2020-04-20,"Gombe"
"569","Nigeria",NA,NA,4,NA,2020-04-23,"Gombe"
"570","Nigeria",NA,NA,21,NA,2020-04-24,"Gombe"
"571","Nigeria",NA,NA,5,NA,2020-04-26,"Gombe"
"572","Nigeria",NA,NA,2,NA,2020-04-27,"Gombe"
"573","Nigeria",NA,NA,9,NA,2020-04-28,"Gombe"
"574","Nigeria",NA,NA,18,NA,2020-04-29,"Gombe"
"575","Nigeria",NA,NA,12,NA,2020-04-30,"Gombe"
"576","Nigeria",NA,NA,16,NA,2020-05-01,"Gombe"
"577","Nigeria",NA,NA,4,NA,2020-05-02,"Gombe"
"578","Nigeria",NA,NA,2,NA,2020-05-05,"Gombe"
"579","Nigeria",NA,NA,5,NA,2020-05-06,"Gombe"
"580","Nigeria",NA,NA,6,NA,2020-05-07,"Gombe"
"581","Nigeria",NA,NA,1,NA,2020-05-08,"Gombe"
"582","Nigeria",NA,NA,2,NA,2020-05-10,"Gombe"
"583","Nigeria",NA,NA,6,NA,2020-05-11,"Gombe"
"584","Nigeria",NA,NA,1,NA,2020-05-12,"Gombe"
"585","Nigeria",NA,NA,5,NA,2020-05-14,"Gombe"
"586","Nigeria",NA,NA,2,NA,2020-05-17,"Gombe"
"587","Nigeria",NA,NA,8,NA,2020-05-18,"Gombe"
"588","Nigeria",NA,NA,2,NA,2020-05-19,"Gombe"
"589","Nigeria",NA,NA,1,NA,2020-04-25,"Imo"
"590","Nigeria",NA,NA,1,NA,2020-05-01,"Imo"
"591","Nigeria",NA,NA,1,NA,2020-05-08,"Imo"
"592","Nigeria",NA,NA,4,NA,2020-05-14,"Imo"
"593","Nigeria",NA,NA,1,NA,2020-04-18,"Jigawa"
"594","Nigeria",NA,NA,1,NA,2020-04-19,"Jigawa"
"595","Nigeria",NA,NA,5,NA,2020-04-28,"Jigawa"
"596","Nigeria",NA,NA,32,NA,2020-05-04,"Jigawa"
"597","Nigeria",NA,NA,44,NA,2020-05-07,"Jigawa"
"598","Nigeria",NA,NA,35,NA,2020-05-10,"Jigawa"
"599","Nigeria",NA,NA,23,NA,2020-05-13,"Jigawa"
"600","Nigeria",NA,NA,35,NA,2020-05-14,"Jigawa"
"601","Nigeria",NA,NA,15,NA,2020-05-15,"Jigawa"
"602","Nigeria",NA,NA,6,NA,2020-05-16,"Jigawa"
"603","Nigeria",NA,NA,4,NA,2020-05-17,"Jigawa"
"604","Nigeria",NA,NA,4,NA,2020-05-19,"Jigawa"
"605","Nigeria",NA,NA,1,NA,2020-03-28,"Kaduna"
"606","Nigeria",NA,NA,2,NA,2020-03-30,"Kaduna"
"607","Nigeria",NA,NA,1,NA,2020-04-01,"Kaduna"
"608","Nigeria",NA,NA,1,NA,2020-04-05,"Kaduna"
"609","Nigeria",NA,NA,1,NA,2020-04-10,"Kaduna"
"610","Nigeria",NA,NA,3,NA,2020-04-20,"Kaduna"
"611","Nigeria",NA,NA,1,NA,2020-04-24,"Kaduna"
"612","Nigeria",NA,NA,5,NA,2020-04-26,"Kaduna"
"613","Nigeria",NA,NA,17,NA,2020-04-29,"Kaduna"
"614","Nigeria",NA,NA,3,NA,2020-04-30,"Kaduna"
"615","Nigeria",NA,NA,31,NA,2020-05-02,"Kaduna"
"616","Nigeria",NA,NA,15,NA,2020-05-03,"Kaduna"
"617","Nigeria",NA,NA,3,NA,2020-05-05,"Kaduna"
"618","Nigeria",NA,NA,1,NA,2020-05-06,"Kaduna"
"619","Nigeria",NA,NA,7,NA,2020-05-07,"Kaduna"
"620","Nigeria",NA,NA,3,NA,2020-05-08,"Kaduna"
"621","Nigeria",NA,NA,3,NA,2020-05-09,"Kaduna"
"622","Nigeria",NA,NA,13,NA,2020-05-11,"Kaduna"
"623","Nigeria",NA,NA,3,NA,2020-05-13,"Kaduna"
"624","Nigeria",NA,NA,20,NA,2020-05-15,"Kaduna"
"625","Nigeria",NA,NA,4,NA,2020-05-16,"Kaduna"
"626","Nigeria",NA,NA,4,NA,2020-05-17,"Kaduna"
"627","Nigeria",NA,NA,3,NA,2020-05-18,"Kaduna"
"628","Nigeria",NA,NA,7,NA,2020-05-19,"Kaduna"
"629","Nigeria",NA,NA,1,NA,2020-04-11,"Kano"
"630","Nigeria",NA,NA,2,NA,2020-04-13,"Kano"
"631","Nigeria",NA,NA,1,NA,2020-04-14,"Kano"
"632","Nigeria",NA,NA,12,NA,2020-04-15,"Kano"
"633","Nigeria",NA,NA,5,NA,2020-04-16,"Kano"
"634","Nigeria",NA,NA,6,NA,2020-04-17,"Kano"
"635","Nigeria",NA,NA,9,NA,2020-04-18,"Kano"
"636","Nigeria",NA,NA,23,NA,2020-04-20,"Kano"
"637","Nigeria",NA,NA,14,NA,2020-04-21,"Kano"
"638","Nigeria",NA,NA,4,NA,2020-04-25,"Kano"
"639","Nigeria",NA,NA,38,NA,2020-04-28,"Kano"
"640","Nigeria",NA,NA,24,NA,2020-04-29,"Kano"
"641","Nigeria",NA,NA,80,NA,2020-04-30,"Kano"
"642","Nigeria",NA,NA,92,NA,2020-05-01,"Kano"
"643","Nigeria",NA,NA,2,NA,2020-05-02,"Kano"
"644","Nigeria",NA,NA,29,NA,2020-05-03,"Kano"
"645","Nigeria",NA,NA,23,NA,2020-05-04,"Kano"
"646","Nigeria",NA,NA,32,NA,2020-05-05,"Kano"
"647","Nigeria",NA,NA,30,NA,2020-05-06,"Kano"
"648","Nigeria",NA,NA,55,NA,2020-05-07,"Kano"
"649","Nigeria",NA,NA,65,NA,2020-05-08,"Kano"
"650","Nigeria",NA,NA,29,NA,2020-05-09,"Kano"
"651","Nigeria",NA,NA,26,NA,2020-05-10,"Kano"
"652","Nigeria",NA,NA,64,NA,2020-05-11,"Kano"
"653","Nigeria",NA,NA,27,NA,2020-05-12,"Kano"
"654","Nigeria",NA,NA,14,NA,2020-05-13,"Kano"
"655","Nigeria",NA,NA,46,NA,2020-05-14,"Kano"
"656","Nigeria",NA,NA,8,NA,2020-05-15,"Kano"
"657","Nigeria",NA,NA,64,NA,2020-05-17,"Kano"
"658","Nigeria",NA,NA,17,NA,2020-05-18,"Kano"
"659","Nigeria",NA,NA,1,NA,2020-04-07,"Katsina"
"660","Nigeria",NA,NA,3,NA,2020-04-10,"Katsina"
"661","Nigeria",NA,NA,1,NA,2020-04-12,"Katsina"
"662","Nigeria",NA,NA,2,NA,2020-04-15,"Katsina"
"663","Nigeria",NA,NA,2,NA,2020-04-17,"Katsina"
"664","Nigeria",NA,NA,3,NA,2020-04-19,"Katsina"
"665","Nigeria",NA,NA,4,NA,2020-04-21,"Katsina"
"666","Nigeria",NA,NA,5,NA,2020-04-22,"Katsina"
"667","Nigeria",NA,NA,9,NA,2020-04-25,"Katsina"
"668","Nigeria",NA,NA,8,NA,2020-04-29,"Katsina"
"669","Nigeria",NA,NA,8,NA,2020-05-03,"Katsina"
"670","Nigeria",NA,NA,37,NA,2020-05-04,"Katsina"
"671","Nigeria",NA,NA,9,NA,2020-05-05,"Katsina"
"672","Nigeria",NA,NA,3,NA,2020-05-06,"Katsina"
"673","Nigeria",NA,NA,11,NA,2020-05-07,"Katsina"
"674","Nigeria",NA,NA,31,NA,2020-05-08,"Katsina"
"675","Nigeria",NA,NA,19,NA,2020-05-09,"Katsina"
"676","Nigeria",NA,NA,49,NA,2020-05-11,"Katsina"
"677","Nigeria",NA,NA,3,NA,2020-05-12,"Katsina"
"678","Nigeria",NA,NA,16,NA,2020-05-13,"Katsina"
"679","Nigeria",NA,NA,15,NA,2020-05-15,"Katsina"
"680","Nigeria",NA,NA,9,NA,2020-05-17,"Katsina"
"681","Nigeria",NA,NA,33,NA,2020-05-18,"Katsina"
"682","Nigeria",NA,NA,1,NA,2020-04-26,"Kebbi"
"683","Nigeria",NA,NA,1,NA,2020-04-30,"Kebbi"
"684","Nigeria",NA,NA,10,NA,2020-05-02,"Kebbi"
"685","Nigeria",NA,NA,1,NA,2020-05-05,"Kebbi"
"686","Nigeria",NA,NA,5,NA,2020-05-06,"Kebbi"
"687","Nigeria",NA,NA,2,NA,2020-05-09,"Kebbi"
"688","Nigeria",NA,NA,4,NA,2020-05-10,"Kebbi"
"689","Nigeria",NA,NA,4,NA,2020-05-12,"Kebbi"
"690","Nigeria",NA,NA,3,NA,2020-05-13,"Kebbi"
"691","Nigeria",NA,NA,1,NA,2020-05-17,"Kebbi"
"692","Nigeria",NA,NA,2,NA,2020-04-06,"Kwara"
"693","Nigeria",NA,NA,2,NA,2020-04-12,"Kwara"
"694","Nigeria",NA,NA,5,NA,2020-04-17,"Kwara"
"695","Nigeria",NA,NA,1,NA,2020-04-22,"Kwara"
"696","Nigeria",NA,NA,1,NA,2020-04-23,"Kwara"
"697","Nigeria",NA,NA,3,NA,2020-05-01,"Kwara"
"698","Nigeria",NA,NA,2,NA,2020-05-02,"Kwara"
"699","Nigeria",NA,NA,8,NA,2020-05-07,"Kwara"
"700","Nigeria",NA,NA,6,NA,2020-05-09,"Kwara"
"701","Nigeria",NA,NA,4,NA,2020-05-10,"Kwara"
"702","Nigeria",NA,NA,10,NA,2020-05-12,"Kwara"
"703","Nigeria",NA,NA,9,NA,2020-05-13,"Kwara"
"704","Nigeria",NA,NA,3,NA,2020-05-14,"Kwara"
"705","Nigeria",NA,NA,2,NA,2020-05-15,"Kwara"
"706","Nigeria",NA,NA,7,NA,2020-05-18,"Kwara"
"707","Nigeria",NA,NA,5,NA,2020-03-16,"Lagos"
"708","Nigeria",NA,NA,4,NA,2020-03-19,"Lagos"
"709","Nigeria",NA,NA,7,NA,2020-03-21,"Lagos"
"710","Nigeria",NA,NA,6,NA,2020-03-22,"Lagos"
"711","Nigeria",NA,NA,5,NA,2020-03-23,"Lagos"
"712","Nigeria",NA,NA,1,NA,2020-03-24,"Lagos"
"713","Nigeria",NA,NA,3,NA,2020-03-25,"Lagos"
"714","Nigeria",NA,NA,12,NA,2020-03-26,"Lagos"
"715","Nigeria",NA,NA,8,NA,2020-03-27,"Lagos"
"716","Nigeria",NA,NA,7,NA,2020-03-28,"Lagos"
"717","Nigeria",NA,NA,9,NA,2020-03-29,"Lagos"
"718","Nigeria",NA,NA,13,NA,2020-03-30,"Lagos"
"719","Nigeria",NA,NA,1,NA,2020-03-31,"Lagos"
"720","Nigeria",NA,NA,9,NA,2020-04-01,"Lagos"
"721","Nigeria",NA,NA,7,NA,2020-04-02,"Lagos"
"722","Nigeria",NA,NA,11,NA,2020-04-03,"Lagos"
"723","Nigeria",NA,NA,10,NA,2020-04-05,"Lagos"
"724","Nigeria",NA,NA,10,NA,2020-04-07,"Lagos"
"725","Nigeria",NA,NA,17,NA,2020-04-08,"Lagos"
"726","Nigeria",NA,NA,13,NA,2020-04-09,"Lagos"
"727","Nigeria",NA,NA,8,NA,2020-04-10,"Lagos"
"728","Nigeria",NA,NA,11,NA,2020-04-11,"Lagos"
"729","Nigeria",NA,NA,2,NA,2020-04-12,"Lagos"
"730","Nigeria",NA,NA,13,NA,2020-04-13,"Lagos"
"731","Nigeria",NA,NA,24,NA,2020-04-14,"Lagos"
"732","Nigeria",NA,NA,18,NA,2020-04-15,"Lagos"
"733","Nigeria",NA,NA,19,NA,2020-04-16,"Lagos"
"734","Nigeria",NA,NA,32,NA,2020-04-17,"Lagos"
"735","Nigeria",NA,NA,23,NA,2020-04-18,"Lagos"
"736","Nigeria",NA,NA,70,NA,2020-04-19,"Lagos"
"737","Nigeria",NA,NA,52,NA,2020-04-21,"Lagos"
"738","Nigeria",NA,NA,74,NA,2020-04-22,"Lagos"
"739","Nigeria",NA,NA,78,NA,2020-04-23,"Lagos"
"740","Nigeria",NA,NA,75,NA,2020-04-24,"Lagos"
"741","Nigeria",NA,NA,32,NA,2020-04-25,"Lagos"
"742","Nigeria",NA,NA,42,NA,2020-04-26,"Lagos"
"743","Nigeria",NA,NA,33,NA,2020-04-27,"Lagos"
"744","Nigeria",NA,NA,80,NA,2020-04-28,"Lagos"
"745","Nigeria",NA,NA,87,NA,2020-04-29,"Lagos"
"746","Nigeria",NA,NA,45,NA,2020-04-30,"Lagos"
"747","Nigeria",NA,NA,30,NA,2020-05-01,"Lagos"
"748","Nigeria",NA,NA,62,NA,2020-05-02,"Lagos"
"749","Nigeria",NA,NA,39,NA,2020-05-03,"Lagos"
"750","Nigeria",NA,NA,76,NA,2020-05-04,"Lagos"
"751","Nigeria",NA,NA,43,NA,2020-05-05,"Lagos"
"752","Nigeria",NA,NA,82,NA,2020-05-06,"Lagos"
"753","Nigeria",NA,NA,183,NA,2020-05-07,"Lagos"
"754","Nigeria",NA,NA,176,NA,2020-05-08,"Lagos"
"755","Nigeria",NA,NA,97,NA,2020-05-09,"Lagos"
"756","Nigeria",NA,NA,82,NA,2020-05-10,"Lagos"
"757","Nigeria",NA,NA,88,NA,2020-05-11,"Lagos"
"758","Nigeria",NA,NA,57,NA,2020-05-12,"Lagos"
"759","Nigeria",NA,NA,51,NA,2020-05-13,"Lagos"
"760","Nigeria",NA,NA,58,NA,2020-05-14,"Lagos"
"761","Nigeria",NA,NA,179,NA,2020-05-15,"Lagos"
"762","Nigeria",NA,NA,95,NA,2020-05-16,"Lagos"
"763","Nigeria",NA,NA,177,NA,2020-05-17,"Lagos"
"764","Nigeria",NA,NA,74,NA,2020-05-18,"Lagos"
"765","Nigeria",NA,NA,131,NA,2020-05-19,"Lagos"
"766","Nigeria",NA,NA,1,NA,2020-04-28,"Nasarawa"
"767","Nigeria",NA,NA,2,NA,2020-04-30,"Nasarawa"
"768","Nigeria",NA,NA,4,NA,2020-05-01,"Nasarawa"
"769","Nigeria",NA,NA,1,NA,2020-05-02,"Nasarawa"
"770","Nigeria",NA,NA,3,NA,2020-05-03,"Nasarawa"
"771","Nigeria",NA,NA,14,NA,2020-05-08,"Nasarawa"
"772","Nigeria",NA,NA,3,NA,2020-05-13,"Nasarawa"
"773","Nigeria",NA,NA,1,NA,2020-05-14,"Nasarawa"
"774","Nigeria",NA,NA,2,NA,2020-05-16,"Nasarawa"
"775","Nigeria",NA,NA,3,NA,2020-05-19,"Nasarawa"
"776","Nigeria",NA,NA,1,NA,2020-04-10,"Niger"
"777","Nigeria",NA,NA,1,NA,2020-04-15,"Niger"
"778","Nigeria",NA,NA,1,NA,2020-05-01,"Niger"
"779","Nigeria",NA,NA,1,NA,2020-05-04,"Niger"
"780","Nigeria",NA,NA,2,NA,2020-05-07,"Niger"
"781","Nigeria",NA,NA,3,NA,2020-05-12,"Niger"
"782","Nigeria",NA,NA,1,NA,2020-05-13,"Niger"
"783","Nigeria",NA,NA,4,NA,2020-05-15,"Niger"
"784","Nigeria",NA,NA,8,NA,2020-05-16,"Niger"
"785","Nigeria",NA,NA,1,NA,2020-02-27,"Ogun"
"786","Nigeria",NA,NA,1,NA,2020-03-09,"Ogun"
"787","Nigeria",NA,NA,1,NA,2020-03-24,"Ogun"
"788","Nigeria",NA,NA,1,NA,2020-03-31,"Ogun"
"789","Nigeria",NA,NA,2,NA,2020-04-01,"Ogun"
"790","Nigeria",NA,NA,2,NA,2020-04-13,"Ogun"
"791","Nigeria",NA,NA,1,NA,2020-04-17,"Ogun"
"792","Nigeria",NA,NA,2,NA,2020-04-18,"Ogun"
"793","Nigeria",NA,NA,9,NA,2020-04-21,"Ogun"
"794","Nigeria",NA,NA,4,NA,2020-04-22,"Ogun"
"795","Nigeria",NA,NA,5,NA,2020-04-23,"Ogun"
"796","Nigeria",NA,NA,6,NA,2020-04-24,"Ogun"
"797","Nigeria",NA,NA,15,NA,2020-04-28,"Ogun"
"798","Nigeria",NA,NA,6,NA,2020-04-30,"Ogun"
"799","Nigeria",NA,NA,24,NA,2020-05-03,"Ogun"
"800","Nigeria",NA,NA,5,NA,2020-05-04,"Ogun"
"801","Nigeria",NA,NA,6,NA,2020-05-05,"Ogun"
"802","Nigeria",NA,NA,4,NA,2020-05-06,"Ogun"
"803","Nigeria",NA,NA,5,NA,2020-05-07,"Ogun"
"804","Nigeria",NA,NA,13,NA,2020-05-08,"Ogun"
"805","Nigeria",NA,NA,1,NA,2020-05-09,"Ogun"
"806","Nigeria",NA,NA,2,NA,2020-05-10,"Ogun"
"807","Nigeria",NA,NA,9,NA,2020-05-11,"Ogun"
"808","Nigeria",NA,NA,1,NA,2020-05-12,"Ogun"
"809","Nigeria",NA,NA,7,NA,2020-05-14,"Ogun"
"810","Nigeria",NA,NA,11,NA,2020-05-15,"Ogun"
"811","Nigeria",NA,NA,8,NA,2020-05-18,"Ogun"
"812","Nigeria",NA,NA,25,NA,2020-05-19,"Ogun"
"813","Nigeria",NA,NA,1,NA,2020-04-03,"Ondo"
"814","Nigeria",NA,NA,1,NA,2020-04-10,"Ondo"
"815","Nigeria",NA,NA,1,NA,2020-04-13,"Ondo"
"816","Nigeria",NA,NA,1,NA,2020-04-25,"Ondo"
"817","Nigeria",NA,NA,4,NA,2020-04-26,"Ondo"
"818","Nigeria",NA,NA,1,NA,2020-04-30,"Ondo"
"819","Nigeria",NA,NA,4,NA,2020-05-01,"Ondo"
"820","Nigeria",NA,NA,2,NA,2020-05-08,"Ondo"
"821","Nigeria",NA,NA,1,NA,2020-05-11,"Ondo"
